id,text,Achievement,Self-direction,Hedonism,Security,Power,Stimulation,Benevolence,Universalism,Conformity,Tradition
920,purchased to support the devs hopefully the client will stay away from censorship having people decide what i can see is creepy ,0,1,0,0,1,0,0,0,0,0
921,i foundered with starting up it was a wee bit too slim but then consider its main io following so i persevered and zero remorse works like the web version on laptop and a fresh group of souls to practice my bonding social skills we shall overcome ,0,0,0,0,0,1,1,0,0,0
922,i am new to this and fedilab makes it so much more intuitive and easy ,0,1,0,0,0,0,0,0,0,0
923,i had some issue opening the app it turned out the app on the store changed older app got removed but new app retained the purchased flag app would just shut itself when i opened it the store told me there was an update but download failed because it tried to download the old app solution install the old app restart google play store if it still bugs out then install the new app you need to read your mastodon accounts center your credentials but it should work fine then ,0,0,0,1,0,0,0,0,0,0
924,a very nice android client for the fed ,0,0,1,0,0,0,0,0,0,0
925,the application has vastly improved from the free version i used before i love the youtube converting links to invideous as well there are so many options to configure your mastodon interactions ,0,1,0,0,0,0,0,0,0,0
926,fedilab continues to add all the features people keep asking for before any other apps highly recommend if you like an app that does it all ,1,1,0,0,0,0,0,0,0,0
927,pretty much the best mastodon client out there ,1,0,0,0,0,0,0,0,0,0
928,a solid diverse client that is open source and implements the features i expected well coming from ios i could not ask for more having tried it out in droid i felt comfortable paying the small cost on the play store ,1,1,0,0,0,0,0,1,0,0
929,geek but thorough and update other apps have gaps certain users and instances not able to be viewed fedilab sees all knows all ,1,0,0,0,0,1,0,0,0,0
930,i did not really like the look at first but this thing is full of options for everything now it feels just about perfect ,0,1,0,0,0,0,0,0,0,0
931,this app is amazing i love to upload my art through it ,0,1,1,0,0,0,0,0,0,0
932,a very robust client the interface was a tad intimidating at first but it became natural within few days developer is active in community and clearly both dedicated and passionate about this client ,0,0,0,0,0,0,1,0,0,0
933,overall a decent client for multiple diverse accounts with some good extra features latest update fixed adding gab accounts ,1,1,0,0,0,0,0,0,0,0
934,fedilab is easy to use connects with all the popular diverse platforms and is well supported i am so grateful that it exists much thanks to everyone who builds and sustain this project ,1,0,1,0,0,0,1,1,0,0
935,brilliant app i tried the other one with the elephant icon and its ok but this is worth the price of admission if you are serious about decentralizing ,0,1,1,0,0,0,0,0,0,0
936,best mastodon client on android ,1,0,0,0,0,0,0,0,0,0
937,great app really convenient ,0,0,1,0,0,0,0,0,0,0
938,all the seamen aboard the hms neckbeard tip their federal at you tom well done this is one heck of an app you have made ign ,0,0,1,0,0,0,1,0,0,0
939,having a good time with this app thanks ,0,0,1,0,0,0,0,0,0,0
940,i started with the droid version but bought this version to support the dev this is the best mastadon app in the play store i appreciate that the dev stood his ground and did not engage in censorship of instances even after googles bs ,1,0,0,0,0,0,1,1,0,0
941,nice app feature rich and connects to the whole diverse happy to buy from a dev who does not censor edit all crash issues i had before have been resolved i hope my submitted logs were helpful in some way the dev of this app is very active helpful and responsive ,0,1,1,1,0,0,1,1,0,0
942,like it very much especially the translate function ,0,1,0,0,0,0,0,0,0,0
943,similar to tusk but with a lot of value added and no censorship ,0,1,0,0,0,0,0,1,1,0
944,i love this app very customizable and user friendly ,0,1,1,0,0,0,0,0,0,0
945,app works great for me i both purchased the app and donated because the author understands that people should be able to use any mastodon instances they want he does not believe it is his job to censor his users thank you for this ,0,1,0,0,1,0,0,1,0,0
946,best and most featurecomplete client by the way that sad trans review is hilarious and yeah that chin shocked me too ,1,0,0,0,0,0,1,1,0,0
947,i heard it works and it does i love being pleasant surprised super glad to toss this dev some money for writing useful software by the way is is also free on droid if you like doing things that way ,0,1,1,0,0,0,1,0,0,0
948,a solid app that does not support censorship worth paying for ,0,0,0,0,0,0,0,1,0,0
949,absolutely love the app the bugs are next to nonexistent the layout is nice and sleek and very fluid will definitely be recommending ,1,0,1,1,0,0,0,0,0,0
950,wonderful support for the entire ecosystem highly recommended ,0,0,0,0,0,0,1,1,0,0
951,attractive design simple to use yet powerful i cannot think of any mastodon features that fedilab does not implement a pleasure to use it also allows me to connect to any instance i like which others do not i am using the droid version but bought it here just to leave this review and show support ,1,1,1,0,0,0,1,0,0,0
952,nicely designed and actively developed in the open developer deserves kudos for rapidly tracking evolution of the diverse and empowering users with extensive settings and reasonable defaults ,1,1,0,0,0,0,1,0,0,0
953,works with new gab and the dev does not plan on blocking us would recommend ,0,0,0,0,1,0,1,0,0,0
954,awesome little app quick and easy to use nice to have some of my generated instances all available in one spot ,1,0,1,0,0,0,0,0,0,0
955,the best social networking app for now ,1,0,0,0,0,0,0,0,0,0
956,rapid response from the owner ,0,0,0,0,0,0,1,0,0,0
957,developers responded with very patient and helpful feedback ,0,0,0,0,0,0,1,0,0,0
958,bonus that the devs are quick to respond and very helpful ,0,0,0,0,0,0,1,0,0,0
959,customer service is an a ,0,0,0,0,0,0,1,0,0,0
960,id like to support other users with the question to add the possibility to link expansions to the base game ,0,0,0,0,0,0,1,0,0,0
961,developer has been quick and helpful in replies ,0,0,0,0,0,0,1,0,0,0
962,enhance the understandings between people ,0,0,0,0,0,0,1,0,0,0
963,user experience is intuitive and close enough to whatsapp that they knew what to do immediately ,0,0,0,0,0,0,1,0,0,0
964,worth supporting this project ,0,0,0,0,0,0,1,0,0,0
965,i am thankful for this ,0,0,0,0,0,0,1,0,0,0
966,first developer to respond so quickly in a few hours deserves an extra star ,0,0,0,0,0,0,1,0,0,0
967,a post to the developers about it produced crickets unfortunately ,0,0,0,0,0,0,1,0,0,0
968,developer stepped right in and resolved it quickly ,0,0,0,0,0,0,1,0,0,0
969,i am so grateful that it exists much thanks to everyone who builds and sustain this project ,0,0,0,0,0,0,1,0,0,0
970,the dev of this app is very active helpful and responsive ,0,0,0,0,0,0,1,0,0,0
